Date,Sentiment_Score,Num_Articles,Sentiment_Label
2023-04-28,-0.6194571753342947,3,Negative
2023-05-01,0.04674071539193392,2,Neutral
2023-05-02,0.32716383412480354,6,Positive
2023-05-03,-0.46750640869140625,1,Negative
2023-05-04,-0.8965572714805603,1,Negative
2023-05-08,0.23758097644895315,2,Positive
2023-05-09,0.16802189871668816,3,Positive
2023-05-10,-0.9112255573272705,1,Negative
2023-05-11,0.728818953037262,1,Positive
2023-05-13,0.9305547475814819,1,Positive
2023-05-15,-0.3060467541217804,1,Negative
2023-05-16,-0.6599836423993111,3,Negative
2023-05-17,-0.9116171002388,2,Negative
2023-05-22,-0.6037955982610583,6,Negative
2023-05-23,-0.9431444406509399,1,Negative
2023-05-24,-0.9389257192611694,5,Negative
2023-05-25,-0.9575188755989075,1,Negative
2023-05-26,0.5401310424009959,3,Positive
2023-05-27,0.9155588746070862,1,Positive
2023-05-29,0.06303240731358528,4,Neutral
2023-05-30,0.46314852498471737,2,Positive
2023-05-31,-0.13192195693651834,3,Negative
2023-06-01,0.5349995593229929,9,Positive
2023-06-02,0.6481190919876099,1,Positive
2023-06-08,-0.05587726682424545,5,Neutral
2023-06-09,0.7881587147712708,1,Positive
2023-06-12,-0.11374339461326599,2,Negative
2023-06-13,-0.07280302047729492,1,Neutral
2023-06-14,0.3037518560886383,1,Positive
2023-06-15,0.11177518963813782,1,Positive
2023-06-16,0.8973813056945801,1,Positive
2023-06-17,0.1057823896408081,1,Positive
2023-06-18,0.4508251450024545,4,Positive
2023-06-19,-0.35365364253520964,5,Negative
2023-06-20,0.14195157090822855,6,Positive
2023-06-21,-0.16542469561100007,5,Negative
2023-06-22,0.5490274727344513,3,Positive
