Date,Price,log_return
2019-01-03,10672.25,-0.011204533761500678
2019-01-04,10727.349609375,0.005149603931252372
2019-01-07,10771.7998046875,0.0041350713736188
2019-01-08,10802.150390625,0.0028136345625500237
2019-01-09,10855.150390625,0.004894433183399924
2019-01-10,10821.599609375,-0.003095557040757343
2019-01-11,10794.9501953125,-0.002465650421033224
2019-01-14,10737.599609375,-0.005326886232360374
2019-01-15,10886.7998046875,0.013799464213669708
2019-01-16,10890.2998046875,0.000321438583917674
2019-01-17,10905.2001953125,0.001367290766106507
2019-01-18,10906.9501953125,0.0001604610249256087
2019-01-21,10961.849609375,0.005020808629692447
2019-01-22,10922.75,-0.003573257146616415
2019-01-23,10831.5,-0.008389214537151498
2019-01-24,10849.7998046875,0.0016880730581589696
2019-01-25,10780.5498046875,-0.006403062164968701
2019-01-28,10661.5498046875,-0.011099773244971002
2019-01-29,10652.2001953125,-0.0008773312978436732
2019-01-30,10651.7998046875,-3.758830501756102e-05
2019-01-31,10830.9501953125,0.016678920874278535
2019-02-01,10893.650390625,0.005772292029816439
2019-02-04,10912.25,0.0017059248691862574
2019-02-05,10934.349609375,0.0020231630833451035
2019-02-06,11062.4501953125,0.011647333726075786
2019-02-07,11069.400390625,0.0006280717930916961
2019-02-08,10943.599609375,-0.011429805188104512
2019-02-11,10888.7998046875,-0.005020054711538446
2019-02-12,10831.400390625,-0.005285360831624847
2019-02-14,10746.0498046875,-0.007911132252471094
2019-02-15,10724.400390625,-0.0020166713974639474
2019-02-18,10640.9501953125,-0.007811771620307167
2019-02-19,10604.349609375,-0.003445526538395949
2019-02-20,10735.4501953125,0.01228711014362708
2019-02-21,10789.849609375,0.005054473607434973
2019-02-22,10791.650390625,0.00016688193630472358
2019-02-25,10880.099609375,0.008162673513503154
2019-02-26,10835.2998046875,-0.004126092031890748
2019-02-27,10806.650390625,-0.0026475831003447124
2019-02-28,10792.5,-0.0013102730795938819
2019-03-01,10863.5,0.006557097745663337
2019-03-05,10987.4501953125,0.011345183958033887
2019-03-06,11053.0,0.0059481541776258
2019-03-07,11058.2001953125,0.00047036753884395607
2019-03-08,11035.400390625,-0.002063929117607768
2019-03-11,11168.0498046875,0.01194868284879883
2019-03-12,11301.2001953125,0.011851926453906937
2019-03-13,11341.7001953125,0.0035772840485137174
2019-03-14,11343.25,0.00013663725743869715
2019-03-15,11426.849609375,0.0073429617299341126
2019-03-18,11462.2001953125,0.003088866890158751
2019-03-19,11532.400390625,0.006105817158639563
2019-03-20,11521.0498046875,-0.000984719142560533
2019-03-22,11456.900390625,-0.005583577314696379
2019-03-25,11354.25,-0.00900007950222714
2019-03-26,11483.25,0.011297328693216403
2019-03-27,11445.0498046875,-0.003332146821462826
2019-03-28,11570.0,0.010858236155870985
2019-04-01,11669.150390625,0.008533099582725414
2019-04-02,11713.2001953125,0.0037677868730356698
2019-04-03,11643.9501953125,-0.005929679070481917
2019-04-04,11598.0,-0.00395407913661549
2019-04-05,11665.9501953125,0.005841689650914404
2019-04-08,11604.5,-0.005281405184150887
2019-04-09,11671.9501953125,0.005795590267793092
2019-04-10,11584.2998046875,-0.007537827950835446
2019-04-11,11596.7001953125,0.001069875484907893
2019-04-12,11643.4501953125,0.004023215192085498
2019-04-15,11690.349609375,0.004019874826265466
2019-04-16,11787.150390625,0.008246306446581041
2019-04-18,11752.7998046875,-0.002918494732110024
2019-04-22,11594.4501953125,-0.013564941266796056
2019-04-23,11575.9501953125,-0.001596865278055509
2019-04-24,11726.150390625,0.01289173694761699
2019-04-25,11641.7998046875,-0.007219371112150696
2019-04-26,11754.650390625,0.00964688746996101
2019-04-30,11748.150390625,-0.0005531255807526546
2019-05-02,11724.75,-0.0019938224921164987
2019-05-03,11712.25,-0.0010666895238500144
2019-05-06,11598.25,-0.00978107795702945
2019-05-07,11497.900390625,-0.008689780690377916
2019-05-08,11359.4501953125,-0.012114430150335101
2019-05-09,11301.7998046875,-0.005088026035289156
2019-05-10,11278.900390625,-0.0020282295690185756
2019-05-13,11148.2001953125,-0.011655690801341047
2019-05-14,11222.0498046875,0.006602508032110876
2019-05-15,11157.0,-0.0058134718372332824
2019-05-16,11257.099609375,0.00893190238330833
2019-05-17,11407.150390625,0.013241380029110123
2019-05-20,11828.25,0.03625035203017847
2019-05-21,11709.099609375,-0.010124454145348287
2019-05-22,11737.900390625,0.0024566721316128274
2019-05-23,11657.0498046875,-0.006911825598039294
2019-05-24,11844.099609375,0.01591868987483049
2019-05-27,11924.75,0.00678625187736734
2019-05-28,11928.75,0.00033538055526396364
2019-05-29,11861.099609375,-0.005687347678687314
2019-05-30,11945.900390625,0.007124050901094894
2019-05-31,11922.7998046875,-0.001935638971628022
2019-06-03,12088.5498046875,0.013806190447529239
2019-06-04,12021.650390625,-0.0055494840533033855
2019-06-06,11843.75,-0.014908921111632112
2019-06-07,11870.650390625,0.0022686976453037896
2019-06-10,11922.7001953125,0.004375162508348263
2019-06-11,11965.599609375,0.003591671280959742
2019-06-12,11906.2001953125,-0.0049765444699523915
2019-06-13,11914.0498046875,0.0006590703001973485
2019-06-14,11823.2998046875,-0.00764621523730026
2019-06-17,11672.150390625,-0.012866448437943826
2019-06-18,11691.5,0.0016563861789982873
2019-06-19,11691.4501953125,-4.259914774167141e-06
2019-06-20,11831.75,0.011928773907426743
2019-06-21,11724.099609375,-0.009140077037704798
2019-06-24,11699.650390625,-0.0020875587921609646
2019-06-25,11796.4501953125,0.00823969509310694
2019-06-26,11847.5498046875,0.0043224233576614314
2019-06-27,11841.5498046875,-0.0005065621089227406
2019-06-28,11788.849609375,-0.004460380187531091
2019-07-01,11865.599609375,0.006489288220080564
2019-07-02,11910.2998046875,0.003760130979735517
2019-07-03,11916.75,0.0005414178862205623
2019-07-04,11946.75,0.0025143014062712723
2019-07-05,11811.150390625,-0.011415241213692496
2019-07-08,11558.599609375,-0.021614318798492883
2019-07-09,11555.900390625,-0.0002335519922360358
2019-07-10,11498.900390625,-0.0049447502653284115
2019-07-11,11582.900390625,0.007278493704286908
2019-07-12,11552.5,-0.002628042532973005
2019-07-15,11588.349609375,0.003098385639232596
2019-07-16,11662.599609375,0.006386857732255645
2019-07-17,11687.5,0.00213278748103271
2019-07-18,11596.900390625,-0.007782039913567366
2019-07-19,11419.25,-0.015437326885714045
2019-07-22,11346.2001953125,-0.00641762449493666
2019-07-23,11331.0498046875,-0.001336175495625011
2019-07-24,11271.2998046875,-0.005287073265915101
2019-07-25,11252.150390625,-0.001700398341321937
2019-07-26,11284.2998046875,0.0028531055771835417
2019-07-29,11189.2001953125,-0.008463316975262767
2019-07-30,11085.400390625,-0.009320082365343962
2019-07-31,11118.0,0.002936454076975709
2019-08-01,10980.0,-0.012489980449893174
2019-08-02,10997.349609375,0.001578863082899198
2019-08-05,10862.599609375,-0.012328638591802651
2019-08-06,10948.25,0.007853965566277007
2019-08-07,10855.5,-0.00850776214660283
2019-08-08,11032.4501953125,0.016169083798241606
2019-08-09,11109.650390625,0.006973187375465333
2019-08-13,10925.849609375,-0.016682629759426824
2019-08-14,11029.400390625,0.009432964697282421
2019-08-16,11047.7998046875,0.00166682533651526
2019-08-19,11053.900390625,0.0005520467691192048
2019-08-20,11017.0,-0.0033438078514244876
2019-08-21,10918.7001953125,-0.008962600859057328
2019-08-22,10741.349609375,-0.016376190359974212
2019-08-23,10829.349609375,0.008159261534645986
2019-08-26,11057.849609375,0.020880542984676998
2019-08-27,11105.349609375,0.004286391351556263
2019-08-28,11046.099609375,-0.005349549884040612
2019-08-29,10948.2998046875,-0.008893213897011299
2019-08-30,11023.25,0.00682250334649108
2019-09-03,10797.900390625,-0.020654971620241963
2019-09-04,10844.650390625,0.004320199886309888
2019-09-05,10847.900390625,0.00029964203445609783
2019-09-06,10946.2001953125,0.00902083303672415
2019-09-09,11003.0498046875,0.005180107429441778
2019-09-11,11035.7001953125,0.0029630005796600876
2019-09-12,10982.7998046875,-0.004805095025496559
2019-09-13,11075.900390625,0.008441217109748283
2019-09-16,11003.5,-0.006558207998363749
2019-09-17,10817.599609375,-0.017039002763312223
2019-09-18,10840.650390625,0.002128592102631135
2019-09-19,10704.7998046875,-0.012610772583449698
2019-09-20,11274.2001953125,0.051824725995144275
2019-09-23,11600.2001953125,0.028505409421526316
2019-09-24,11588.2001953125,-0.0010350003337080292
2019-09-25,11440.2001953125,-0.01285387045749521
2019-09-26,11571.2001953125,0.011385783826013006
2019-09-27,11512.400390625,-0.005094519950938459
2019-09-30,11474.4501953125,-0.003301907727659163
2019-10-01,11359.900390625,-0.01003319671254013
2019-10-03,11314.0,-0.004048747902700529
2019-10-04,11174.75,-0.012384128036227408
2019-10-07,11126.400390625,-0.004336070945390455
2019-10-09,11313.2998046875,0.016658309554353663
2019-10-10,11234.5498046875,-0.006985173448092334
2019-10-11,11305.0498046875,0.006255677219734019
2019-10-14,11341.150390625,0.0031882272704231176
2019-10-15,11428.2998046875,0.007654979710518189
2019-10-16,11464.0,0.0031189722795879394
2019-10-17,11586.349609375,0.010615956850818441
2019-10-18,11661.849609375,0.006495149556810502
2019-10-22,11588.349609375,-0.006322547531982618
2019-10-23,11604.099609375,0.0013582008758651655
2019-10-24,11582.599609375,-0.001854512016487498
2019-10-25,11583.900390625,0.00011229846989121649
2019-10-29,11786.849609375,0.017368233407476515
2019-10-30,11844.099609375,0.004845350178432992
2019-10-31,11877.4501953125,0.0028118405572833054
2019-11-01,11890.599609375,0.0011064782775295006
2019-11-04,11941.2998046875,0.004254824252091804
2019-11-05,11917.2001953125,-0.002020212299297299
2019-11-06,11966.0498046875,0.004090706038353768
2019-11-07,12012.0498046875,0.003836839214212366
2019-11-08,11908.150390625,-0.008687223905779385
2019-11-11,11913.4501953125,0.0004449579074941643
2019-11-13,11840.4501953125,-0.006146378372844679
2019-11-14,11872.099609375,0.0026694246816312177
2019-11-15,11895.4501953125,0.001964913812506188
2019-11-18,11884.5,-0.0009209603886071214
2019-11-19,11940.099609375,0.004667420332106962
2019-11-20,11999.099609375,0.004929163997457979
2019-11-21,11968.400390625,-0.0025617386493080496
2019-11-22,11914.400390625,-0.004522090396049399
2019-11-25,12073.75,0.013285889135891809
2019-11-26,12037.7001953125,-0.0029902665544935493
2019-11-27,12100.7001953125,0.005219910352766259
2019-11-28,12151.150390625,0.004160529350791835
2019-11-29,12056.0498046875,-0.00785725523266999
