Date,NIFTY50_Index,Log_Return_pct,Realized_Vol,GARCH_Forecast_Vol,GARCHX_Forecast_Vol,Sentiment_Raw,Sentiment_Rolled,Sentiment_Lagged,Has_Real_News,Sentiment_Label,Position_Size,Strategy_Return,Benchmark_Return,Strategy_Value,Benchmark_Value,High_Vol_Flag,Risk_Regime
2022-01-27,1784.23675845,-0.01210420574391298,1.4855507964731127,1.8282295950572232,1.8282295950572232,0.0,0.09683381962505254,0.09683381962505254,1,Neutral,1.0,-0.003631261723173894,-0.01210420574391298,99071.23520835994,96238.36509380805,0,Low Risk
2022-01-28,1788.26375725,0.0022544436245198764,1.6413321340917482,2.3122851444645995,2.3122851444645995,0.0,0.09683381962505254,0.09683381962505254,1,Neutral,0.3,0.0022544436245198764,0.0022544436245198764,99294.58572294874,96455.32906242802,1,High Risk
2022-01-31,1814.96774835,0.014822516942291,1.9830247306334234,1.8001583459819877,2.166938889475146,0.0,0.09683381962505254,0.09683381962505254,1,Neutral,0.3,0.0044467550826873,0.014822516942291,99736.12442669559,97885.03981163012,1,High Risk
2022-02-01,1836.7467652,0.011928246307683951,1.053165027799866,2.1865668063424337,2.1865668063424337,0.09683381962505254,0.09683381962505254,0.09683381962505254,1,Neutral,0.3,0.003578473892305185,0.011928246307683951,100093.02754407623,99052.6366763407,1,High Risk
2022-02-02,1869.4650040000001,0.01765635145363251,1.2108767529737536,2.035979377568895,1.97992350993699,0.18943107314407825,0.1431324463845654,0.09683381962505254,1,Positive,1.0,0.005296905436089753,0.01765635145363251,100623.21084578913,100801.54484190715,0,Low Risk
2022-02-03,1853.4780052499998,-0.008588418881600501,1.0754853330180363,2.3585061816428454,2.3585061816428454,-0.048849361638228096,0.07913851037696758,0.1431324463845654,1,Neutral,0.3,-0.008588418881600501,-0.008588418881600501,99759.0165618339,99935.81895089241,1,High Risk
2022-02-04,1850.2262398000003,-0.0017559535375316967,1.1385594455932215,2.109204452232354,1.9971603164870257,0.19583760438994927,0.108313283880213,0.07913851037696758,1,Positive,1.0,-0.000526786061259509,-0.0017559535375316967,99706.46490242415,99760.33629607946,0,Low Risk
2022-02-07,1803.2817589500003,-0.025699719088876683,1.7197417449267531,1.8469989615200426,2.1079987348737377,0.20941486085454622,0.09649064331375934,0.07766994039029486,1,Neutral,0.3,-0.025699719088876683,-0.025699719088876683,97144.0367630869,97196.52367705836,1,High Risk
2022-02-08,1817.6357360999998,0.007928406189874114,1.6507927726907687,3.337509979831666,3.337509979831666,-0.16701050102710724,0.05879859750630794,0.09649064331375934,1,Neutral,0.3,0.002378521856962234,0.007928406189874114,97375.09597780145,97967.13719701378,1,High Risk
2022-02-09,1843.2765273999998,0.014008098931271867,1.5464487823773894,1.882478147456051,1.882478147456051,0.597595825791359,0.1171078478844909,0.05879859750630794,1,Positive,1.0,0.00420242967938156,0.014008098931271867,97784.3079711712,99339.47054688304,0,Low Risk
2022-02-10,1852.7605073,0.00513198359546627,1.5402537678914043,2.140953809385708,2.140953809385708,-0.2275919308885932,0.09157319513443873,0.1171078478844909,1,Neutral,0.3,0.00513198359546627,0.00513198359546627,98286.13543557326,99849.27908011193,1,High Risk
2022-02-11,1830.1805016000003,-0.01226209628138158,1.6374716557461093,1.819766335911301,2.1524817434302737,-0.497447170317173,-0.007467486966578729,0.09157319513443873,1,Neutral,0.0,-0.0036786288844144737,-0.01226209628138158,97924.57721882248,98624.91760640506,1,High Risk
2022-02-14,1782.3632515000002,-0.026474443630997248,1.665420519754426,2.3214772906637386,1.9946454883909737,-0.4716102107472363,-0.21279359219359262,-0.09928941359329553,1,Negative,0.7,-0.0,-0.026474443630997248,97924.57721882248,96013.87778462254,0,Low Risk
2022-02-15,1841.5512115999995,0.03266811312429297,2.295022461997404,3.4026624539326735,2.0890509511664677,0.31130564883351325,-0.13307423388348924,-0.21279359219359262,1,Negative,0.0,0.022867679187005076,0.03266811312429297,100163.88503518562,99150.47000559262,1,High Risk
2022-02-16,1843.85475155,0.0012500876554797425,2.20586779187199,3.520630371301443,3.520630371301443,-0.10193325692994727,-0.24966241433704026,-0.13307423388348924,1,Negative,0.0,0.0,0.0012500876554797425,100163.88503518562,99274.41678418162,1,High Risk
2022-02-17,1843.9435257499997,4.81448242782107e-05,2.188306921006071,1.8029346160424244,1.8029346160424244,-0.20798791986372736,-0.24639507916622927,-0.24966241433704026,1,Negative,0.7,0.0,4.81448242782107e-05,100163.88503518562,99279.19633353302,0,Low Risk
2022-02-18,1838.1077315999996,-0.0031698630076756216,2.1071182009245346,1.8143515241519588,1.8143515241519588,-0.39541979961925083,-0.22939051738324226,-0.24639507916622927,1,Negative,0.7,-0.002218904105372935,-0.0031698630076756216,99941.63097947095,98964.4948816436,0,Low Risk
